user,multiclass_CSP_KAN_Train,multiclass_CSP_KAN_Test,multiclass_CSP_MLP_Train,multiclass_CSP_MLP_Test,multiclass_RAW_KAN_Train,multiclass_RAW_KAN_Test,multiclass_RAW_MLP_Train,multiclass_RAW_MLP_Test
1,0.6707157224416733,0.5303375023603439,0.666777320802212,0.5953833369910715,0.46310624942183487,0.2486437491327524,0.4780437494814397,0.24693124890327453
2,0.6141037037968635,0.5097125217318534,0.6378268495202066,0.562470839768648,0.6224187500774859,0.2501187498867511,0.4575625000894069,0.25238749958574774
3,0.6894342383742333,0.5696875087916851,0.6615855690836905,0.6081500153243542,0.7365374997258186,0.25473749861121175,0.45688750028610237,0.25113749951124187
4,0.49934305518865585,0.3539208275824785,0.5003259266912937,0.40841668210923665,0.6414500005543231,0.25036874927580366,0.4715750025212765,0.2507625000178814
5,0.46940045803785324,0.3558875052630901,0.43408333346247663,0.36251249961554993,0.37773124977946276,0.2515124996006489,0.47362500265240665,0.2513624995201827
6,0.5024078680574895,0.37480417281389233,0.5103041498363017,0.38506667114794263,0.5962312489748001,0.2516562492400408,0.468768747895956,0.2514124989509582
7,0.6292009326815606,0.5092666745185852,0.6384407368302345,0.5432500049471854,0.6085937513411046,0.2530812495201826,0.47788750067353253,0.25063749857246875
8,0.6791791602969168,0.5581750002503394,0.690937976837158,0.6086250084638598,0.6588812510669231,0.25303749933838837,0.45845625057816497,0.24881249904632569
9,0.6473425632715224,0.482145832479,0.6632397827506066,0.5625666661560536,0.6822750018537044,0.2545874993503094,0.47566875025629995,0.2518750000745058
