train,pred,Cond,Feature,Model
1137.7603591548072,0.0044985877143012155,multiclass,CSP,KAN
70.04904980129666,0.004609266916910808,multiclass,CSP,MLP
3182.6902951134575,8.022047095828587,multiclass,RAW,KAN
209.3870697816213,8.030631674660576,multiclass,RAW,MLP
711.1216954920027,0.075255552927653,two_class,CSP,KAN
49.73887798521254,0.07636311319139269,two_class,CSP,MLP
1879.9982852405972,1.4136538770463731,two_class,RAW,KAN
183.5885095861223,1.4174925486246746,two_class,RAW,MLP
